,videoID,user,comment,date
4180,W4P8gl4dnrg,tinh tran,"mình không tìm nhau mà vô tình vương vấn sau tiếng ca chiều mưa thân thương trong từng đong đưa mắt môi về em mùa xuân ấy có nụ cười lấp lánh ở gần bên anh em vui như bao nhiêu lâu trở lại mùa yêu đầu vẫn bỡ ngỡ ban sơ ở trong từng ánh nhìn vẫn da diết nỗi ưu phiền khi phải chờ mong hay là đôi ta hẹn ước từ hư vô để gặp nhau chỉ khi vừa ngày giờ anh và em bước chung đoạn đường đời mình yêu nhau có trời đất biết ta được chung đôi như suối, được trăng thanh dịu êm yên lắng như em an bình mọi giây với anh sau những cô đơn tổn thương đã xa ta lại thấy con tim hiền hòa hạt mưa trên mái hiên lâu nay thi thoảng nhắc em không quên ngày nên thơ riêng em chỉ biết cảm ơn nhân duyên chuyện hôm qua vì mùa hoa ấy anh sang thăm em cùng một tình yêu lớn lao bàn tay, đôi vai đưa em tự do bước theo giấc mơ chẳng lo sợ (chẳng lo sợ) và cách chúng ta thấu hiểu nhau ân cần muôn khoảnh khắc chẳng thua gì phép màu hay là đôi ta hẹn ước từ hư vô để gặp nhau chỉ khi vừa ngày giờ anh và em bước chung đoạn đường đời mình yêu nhau có trời đất biết ta được chung đôi như suối, được trăng thanh dịu êm yên lắng như em an bình mọi giây với anh sau những cô đơn tổn thương đã xa ta lại thấy con tim hiền hòa hay là đôi ta hẹn ước từ hư vô để gặp nhau chỉ khi vừa ngày giờ anh và em bước chung đoạn đường đời mình yêu nhau có trời đất biết ta được chung đôi như suối, được trăng thanh dịu êm yên lắng như em an bình mọi giây với anh sau những cô đơn tổn thương đã xa ta lại thấy con tim hiền hòa sau những cô đơn tổn thương đã xa ta lại thấy con tim hiền hòa",2022-04-11T01:41:01Z
4181,W4P8gl4dnrg,Tuấn Anh,"nhạc của phan mạnh quỳnh là một chất riêng, nghe là biết liền luôn ^^",2022-04-10T23:56:47Z
4182,W4P8gl4dnrg,truong nguyen nhat,say nhạc 9...say mỹ tâm 11...kk,2022-04-10T23:47:11Z
4183,W4P8gl4dnrg,Sang Ho,mỗi lần nghe lại là mỗi lần có một cung bậc cảm xúc khác nhau,2022-04-10T20:25:54Z
4184,W4P8gl4dnrg,linh tran,"nghe nhạc thôi đủ cuốn rồi, thêm biểu cảm khi hát của chị nữa đúng là ko muốn rời mắt khỏi màn hình luôn",2022-04-10T19:30:39Z
4185,W4P8gl4dnrg,tan tai le cong,đây mới là âm nhạc. tình yêu là những cảm xúc ko thể tả. lên bổng xuống trầm,2022-04-10T18:34:56Z
4186,W4P8gl4dnrg,tan tai le cong,rất sâu sắc,2022-04-10T18:32:59Z
4187,W4P8gl4dnrg,Tuan Nguyen Ngoc Anh,câu chuyện tình yêu đẹp,2022-04-10T18:07:04Z
4188,W4P8gl4dnrg,Trọng Tính,cô đẹp quá trời,2022-04-10T15:37:14Z
4189,W4P8gl4dnrg,Ánh Nguyễn,mê đắm <3,2022-04-10T15:21:17Z
4190,W4P8gl4dnrg,Mafia Chien,phan mạnh quỳnh sáng tác hay quá...,2022-04-10T15:14:30Z
4191,W4P8gl4dnrg,2k1.DTB25. Quang,"bài hát mang cho mk cảm nhận được sự hạnh phúc của tình yêu qua từng nốt nhạc , quá hay và thầm lặng",2022-04-10T15:03:23Z
4192,W4P8gl4dnrg,NTN Vlogs.,phan manh quỳnh sáng tác thì khỏi phải bàn,2022-04-10T15:02:52Z
4193,W4P8gl4dnrg,trưởng Neymar,nghe xong muốn có ny liền.,2022-04-10T14:23:48Z
4194,W4P8gl4dnrg,sy nguyen van,"người sáng tác đỉnh, người hát nắn nót từng chữ. ghiền quá",2022-04-10T14:06:39Z
4195,W4P8gl4dnrg,Harold Tran,hay quá chị ơi!!!!!,2022-04-10T14:01:51Z
4196,W4P8gl4dnrg,Mai Nguyễn Thị Tuyết,đúng chất nhạc của pmq nghe một hai làn đầu cứ ngang ngang nhưng càng nghe càng hay càng mê.,2022-04-10T13:49:51Z
4197,W4P8gl4dnrg,Trần Thị Thủy,em đã báo công an nhé. bài này có sử dụng ma túy rồi. gần hn có trải cai nghiện nào ko mọi người hix,2022-04-10T12:51:56Z
4198,W4P8gl4dnrg,Thoa Đường,khẳng định rằng không ai có thể hát bài này hay như chị tâm,2022-04-10T12:29:42Z
4199,W4P8gl4dnrg,Thùy Quyên Đoàn Thị,hay quá chị tâm ơi,2022-04-10T12:25:09Z
4200,W4P8gl4dnrg,C PC,nghe chị hát bài này như kiểu có ma thuật thần kỳ gì đó.nó rất lôi cuốn say theo không lối thoát..,2022-04-10T12:16:47Z
4201,W4P8gl4dnrg,Luong Phan,"mình không tìm nhau mà vô tình vương vấn sau tiếng ca chiều mưa thân thương trong từng đong đưa mắt môi về em mùa xuân ấy có nụ cười lấp lánh ở gần bên anh em vui như bao nhiêu lâu trở lại mùa yêu đầu vẫn bỡ ngỡ ban sơ ở trong từng ánh nhìn vẫn da diết nỗi ưu phiền khi phải chờ mong hay là đôi ta hẹn ước từ hư vô để gặp nhau chỉ khi vừa ngày giờ anh và em bước chung đoạn đường đời mình yêu nhau có trời đất biết ta được chung đôi như suối, được trăng thanh dịu êm yên lắng như em an bình mọi giây với anh sau những cô đơn tổn thương đã xa ta lại thấy con tim hiền hòa hạt mưa trên mái hiên lâu nay thi thoảng nhắc em không quên ngày nên thơ riêng em chỉ biết cảm ơn nhân duyên chuyện hôm qua vì mùa hoa ấy anh sang thăm em cùng một tình yêu lớn lao bàn tay, đôi vai đưa em tự do bước theo giấc mơ chẳng lo sợ (chẳng lo sợ) và cách chúng ta thấu hiểu nhau ân cần muôn khoảnh khắc chẳng thua gì phép màu hay là đôi ta hẹn ước từ hư vô để gặp nhau chỉ khi vừa ngày giờ anh và em bước chung đoạn đường đời mình yêu nhau có trời đất biết ta được chung đôi như suối, được trăng thanh dịu êm yên lắng như em an bình mọi giây với anh sau những cô đơn tổn thương đã xa ta lại thấy con tim hiền hòa hay là đôi ta hẹn ước từ hư vô để gặp nhau chỉ khi vừa ngày giờ anh và em bước chung đoạn đường đời mình yêu nhau có trời đất biết ta được chung đôi như suối, được trăng thanh dịu êm yên lắng như em an bình mọi giây với anh sau những cô đơn tổn thương đã xa ta lại thấy con tim hiền hòa sau những cô đơn tổn thương đã xa ta lại thấy con tim hiền hòa",2022-04-10T12:14:29Z
4202,W4P8gl4dnrg,Bach Pham,âm thanh từ trong trái tim được hát ra nghe đẹp và hay quá. cảm ơn chị mỹ tâm nhé!,2022-04-10T11:32:47Z
4203,W4P8gl4dnrg,Nhật Minh,tình yêu của thế kỷ 12 nhẹ nhàng tình cảm,2022-04-10T11:04:16Z
4204,W4P8gl4dnrg,Cristiano Messi,hay quá,2022-04-10T10:28:51Z
4205,W4P8gl4dnrg,Quốc Dũng Official,giá như xinh gái như bảo anh hay là mấy em khác thì tốt kkaka,2022-04-10T10:28:29Z
4206,W4P8gl4dnrg,tonl tam,nhức nhói.,2022-04-10T09:53:49Z
4207,W4P8gl4dnrg,kim haitrung,23tr,2022-04-10T09:16:49Z
4208,W4P8gl4dnrg,Kien Bùi,tuyệt,2022-04-10T09:11:01Z
4209,W4P8gl4dnrg,Mỗi ngày một trang sách - để 365 ngày Tâm An,"chương trình nói thật đi ạ, đây có phải là hát live, thu live không vậy ạ? nếu thu live thì team thực sự đỉnh, đỉnh đỉnh đỉnh.",2022-04-10T08:54:56Z
4210,W4P8gl4dnrg,NGUYEN KHANH,"em ghe chị hat mà say hơn say rượu, chuc chih nhieu sưc khoe",2022-04-10T07:46:41Z
4211,W4P8gl4dnrg,Ngân Trần,"phan mạnh quỳnh sáng tác toàn những bài hát rất da diết, phiêu bồng",2022-04-10T07:00:12Z
4212,W4P8gl4dnrg,Quỳnh Tú,ngày trước khi còn trẻ mình không thích giọng ca của bạn. bây giờ thì lại đam mê. giọng ca vượt thời gian,2022-04-10T06:36:04Z
4213,W4P8gl4dnrg,Mộc Linh,,2022-04-10T06:10:54Z
4214,W4P8gl4dnrg,luan van,quá tuyệt vời,2022-04-10T06:10:15Z
4215,W4P8gl4dnrg,Vũ trần,hay thế,2022-04-10T06:01:42Z
4216,W4P8gl4dnrg,Umbala Umbalaxibua,nhạc pmq mà ko nhận ra. đợt trước bài chuyện cũ nghe xong biết ngay pmq sáng tác luôn.,2022-04-10T05:27:58Z
4217,W4P8gl4dnrg,Đặng tưởng,hay quá chị yêu ơi,2022-04-10T05:15:08Z
4218,W4P8gl4dnrg,thienthy2003,23 millions viewing & counting!,2022-04-10T04:30:49Z
4219,W4P8gl4dnrg,Tuấn Bá Review,hay quá chị tâm ơi . một người đi lên từ tài năng,2022-04-10T03:25:56Z
4220,W4P8gl4dnrg,Nguyễn Hải Biên,du dương hay quá,2022-04-10T03:20:49Z
4221,W4P8gl4dnrg,Hương Lê,nhẹ nhàng đã diết du dương.a di đà phật,2022-04-10T02:53:35Z
4222,W4P8gl4dnrg,Hương Lê,đúng nghĩa chân thiện mỹ ạ,2022-04-10T02:53:07Z
4223,W4P8gl4dnrg,Hương Lê,a di đà phật nét đẹp của người con phật,2022-04-10T02:52:42Z
4224,W4P8gl4dnrg,Quang Phạm,quá hay genz như tui vừa cảm nhạc đc sự sinh động trong âm nhạc nhưng ko hề lỗi thời ngưỡng mộ bài hát này thật sự,2022-04-10T02:40:36Z
4225,W4P8gl4dnrg,Nga Mỹ,"nghe chị tâm hát lịm tim luôn. đẹp nữa, như nàng thơ í <3",2022-04-10T02:34:39Z
4226,W4P8gl4dnrg,LAN LAN,hay quá c ơi .không biết một ngày nghe bao nhiêu lần nữa rồi c ơi,2022-04-10T02:19:15Z
4227,W4P8gl4dnrg,hung hung,tay vớt ánh trăng - mỹ tâm mp3: https://nhacremixs.com/songs/tay-voi-anh-trang-my-tam/,2022-04-10T01:41:44Z
4228,W4P8gl4dnrg,bùi văn ba,nhạc phan mạnh quỳnh càng nghe càng thấm,2022-04-10T00:58:44Z
4229,W4P8gl4dnrg,Du Trần,nhạc a q để chị t hát thì tuyệt phẩm rồi......,2022-04-10T00:36:32Z
4230,W4P8gl4dnrg,blue heart,hay lắm chị ơi,2022-04-10T00:02:23Z
4231,W4P8gl4dnrg,Thủy Tram Nguyen,nghe bài hát thấy lòng bình yên,2022-04-09T23:57:29Z
4232,W4P8gl4dnrg,NGUYEN HOANG PHAT,chị mỹ tâm mãi đỉnkkkk,2022-04-09T23:12:07Z
4233,W4P8gl4dnrg,kim nguyen,khẩu hình miệng của mt khi hát rất đẹp & rất duyên + với gương mặt vô cùng khả ái.,2022-04-09T20:42:39Z
4234,W4P8gl4dnrg,kim nguyen,love 2 chữ hư vô của mt quá ! fan của mt từ năm 1 ngàn 9 trăm ... hồi đó !,2022-04-09T20:38:07Z
4235,W4P8gl4dnrg,Giang Minh,"chị đẹp quá, tâm hồn đẹp, giọng hát đẹp. cũng mong hẹn người ở hư vô dù thực tại ko có hy vọng gì cho hai ta.",2022-04-09T18:45:32Z
4236,W4P8gl4dnrg,Mỗi ngày một trang sách - để 365 ngày Tâm An,hay quá,2022-04-09T16:43:28Z
4237,W4P8gl4dnrg,Mỗi ngày một trang sách - để 365 ngày Tâm An,hát live và thu live đây ạ? tuyệt vời.,2022-04-09T16:29:50Z
4238,W4P8gl4dnrg,Thắm Đỗ Thị,đừng nghe nghe là nghiện đấy,2022-04-09T15:55:44Z
4239,W4P8gl4dnrg,Trung Kiên Nguyễn,nghe là biết pmq là tác giả :)),2022-04-09T15:46:11Z
4240,W4P8gl4dnrg,Quảng Hứa,thích nhạc phan mạnh quỳnh thật sự,2022-04-09T15:36:20Z
4241,W4P8gl4dnrg,Phan Trọng Tấn 7ath,"mỹ tâm hát hay quá, bạn quỳnh ngồi cạnh thi thoảng quay ra cười cười gật gật dễ thương ghê",2022-04-09T15:20:41Z
4242,W4P8gl4dnrg,Hương,hay quá,2022-04-09T15:20:32Z
4243,W4P8gl4dnrg,Thị Thơm Quách,nghe mt hát mình k bjo chán fan từ ngày bài ước gì,2022-04-09T14:48:11Z
4244,W4P8gl4dnrg,Le Nguyen,một bài hát phải nói là vip của vip,2022-04-09T14:47:40Z
4245,W4P8gl4dnrg,Hải Bình,love u!,2022-04-09T14:07:37Z
4246,W4P8gl4dnrg,chuyen ma,"tuyệt phẩm cực hay, nhẹ nhàng và sâu lắng",2022-04-09T13:33:14Z
4247,W4P8gl4dnrg,Huân Lê,xuất sắc,2022-04-09T13:19:54Z
4248,W4P8gl4dnrg,nguyen duc,1 sản phẩm đỉnh cao của âm nhạc,2022-04-09T13:03:59Z
4249,W4P8gl4dnrg,Anh Thọ,nghe bài này cứ như kiểu đưa tôi lại thập niên 80 90 có nét đặng lệ quân,2022-04-09T13:03:26Z
4250,W4P8gl4dnrg,thùy linh nguyễn,"hình như bài này lấy cảm hứng từ bài olympic bắc kinh 2008, có một số đoạn điệp khúc mình nghe khá là giống",2022-04-09T12:54:11Z
4251,W4P8gl4dnrg,Diep Ngo,nghe miết luôn đó trời,2022-04-09T12:08:36Z
4252,W4P8gl4dnrg,Ngọc Nhi💕,hay quá là hay lun,2022-04-09T12:04:39Z
4253,W4P8gl4dnrg,Deep House Việt,"đoạn chorus này thực sự nghe quá tuyệt vời nó in sâu vào tâm trí người nghe, mong mọi người cũng có cảm nhận giống mình |chorus: hay là đôi ta hẹn ước từ hư vô, để gặp nhau chỉ khi vừa ngày giờ? anh và em bước chung đoạn đường đời, mình yêu nhau có trời đất biết. ta được chung đôi như suối được trăng thanh, dịu êm yên lắng như em an bình mọi giây với anh. sau những cô đơn tổn thương đã xa, ta lại thấy con tim hiền hòa.",2022-04-09T12:01:09Z
4254,W4P8gl4dnrg,Quí Trần,"nghe đúng chất,",2022-04-09T11:36:51Z
4255,W4P8gl4dnrg,Duc Thien Vo,mỹ tâm hay quá,2022-04-09T11:13:53Z
4256,W4P8gl4dnrg,Hà VinhPhuc,uớc có trên zing để tải về lam nhạc chuông c ơi,2022-04-09T10:02:06Z
4257,W4P8gl4dnrg,Diệu Linh Lê Thị,nghe như nhạc hoa nhì,2022-04-09T09:32:17Z
4258,W4P8gl4dnrg,Phú Phở,,2022-04-09T09:29:20Z
4259,W4P8gl4dnrg,Lê Thị Thúy Kiều,nghe biết bao lần vẫn thấy hay .,2022-04-09T09:15:53Z
4260,W4P8gl4dnrg,Hoai 500k vao timbantinhvn com,00:34 sở dĩ yêu một người là hạnh phúc bởi vì hai người họ yêu nhau.,2022-04-09T08:20:03Z
4261,W4P8gl4dnrg,Ha Huynh,"giọng c nghe khoáy lắm, lúc cần bốc là bốc, lúc nhẹ nhàng, làm mệt mà mở bài này ra nghe là phiêu lắm, yêu c tâm",2022-04-09T07:30:00Z
4262,W4P8gl4dnrg,Lan Pham,c hát rất hay.. e rất thần tượng c.. e thích bài này lam .,2022-04-09T07:26:26Z
4263,W4P8gl4dnrg,Thảo Nguyễn,êm dịu.. say đắm..nồng nàn..hòa quện một t.y đẹp và hp,2022-04-09T05:15:53Z
4264,W4P8gl4dnrg,Mình Tiến Hoàng,chào ấy nhé,2022-04-09T05:12:39Z
4265,W4P8gl4dnrg,Bà hEo vlog.thíchnâuăn,đại ka kao ngồi đang trầm tư suy nghĩ...ô là la sao hay vậy ta..hihi,2022-04-09T05:04:37Z
4266,W4P8gl4dnrg,thủy nhung lê,sau 1 thời gian nghe lại mới thấy giọng hát chị mỹ tâm thật sự tuyệt vời. phan mạnh quỳnh mãi đỉnh,2022-04-09T04:55:14Z
4267,W4P8gl4dnrg,Đại Quang,không có trong zing mp3 các bạn nhỉ,2022-04-09T03:37:50Z
4268,W4P8gl4dnrg,Trath Chery,22.551.604 lượt xem,2022-04-09T02:50:52Z
4269,W4P8gl4dnrg,Hà Trần,quá hay luôn,2022-04-09T02:37:59Z
4270,W4P8gl4dnrg,Quân Nguyễn,"ông quỳnh khi cô tâm nhìn kiểu : ""ừ quay qua hát tiếp đi tâm *cười*"" :)))))",2022-04-09T02:13:49Z
4271,W4P8gl4dnrg,Đông Dương,phan mạnh quỳnh nhiều bài hát đỉnh nhỉ,2022-04-09T01:06:22Z
4272,W4P8gl4dnrg,SNACK REMIX,chị tâm số 2 không ai số 1,2022-04-09T00:54:35Z
4273,W4P8gl4dnrg,Nguyen Linh,chị ơi chị hát hay như hát í,2022-04-09T00:04:20Z
4274,W4P8gl4dnrg,thoi Do,bà này là bd các bác ah,2022-04-08T23:56:26Z
4275,W4P8gl4dnrg,Tứ Slow,"mọi người cho em hỏi là bài này thuộc dòng nhạc gì hông ạ , nghe rất thư giãn và khiến tâm hồn thoải mái lắm ạ.",2022-04-08T22:42:09Z
4276,W4P8gl4dnrg,Nhung Pham,"nhạc pop thui b.do cách phối ,cách hát và thần thái người biểu diễn,nên b có cảm giác vậy thui",2022-04-09T06:09:47Z
4277,W4P8gl4dnrg,Văn Tiệp Vlog,hay tuyệt,2022-04-08T18:21:07Z
4278,W4P8gl4dnrg,Cao Hữu Nhân,sao nghe bài này càng nghe càng ghiền z trời. nhất đoạn chorus,2022-04-08T17:31:37Z
4279,W4P8gl4dnrg,Quốc huy Huỳnh,hẹn ước từ hư vô ...yêu nhau có trời đất biết ...cảm ơn chị tâm,2022-04-08T17:27:00Z
4280,W4P8gl4dnrg,Khôi Lê,23.000.000 coming soon,2022-04-08T16:22:31Z
4281,W4P8gl4dnrg,Liên Nguyễn,"hay quá chị ơi em bị mê ca khúc này mất rồi, chúc chị luôn vui vẻ và hạnh phúc ạ!",2022-04-08T16:16:50Z
4282,W4P8gl4dnrg,"Dear K.,","dear myta,",2022-04-08T16:01:24Z
4283,W4P8gl4dnrg,ngọc lê,khi tình yêu trở lại đêm thứ 2 my show 1981 hay á c đăng đi c ơi,2022-04-08T15:57:28Z
4284,W4P8gl4dnrg,Bạch Liên,nhạc hay quá êm đềm lời ý nghĩa,2022-04-08T15:17:15Z
4285,W4P8gl4dnrg,Bá Nguyễn Đức,hay quá,2022-04-08T14:55:06Z
4286,W4P8gl4dnrg,đăng Phạm,ko phải mv mà hay nhức nách,2022-04-08T14:29:43Z
4287,W4P8gl4dnrg,Quangquy Thach,xưa có nhạc trịnh sau này có nhạc quỳnh .,2022-04-08T13:14:11Z
4288,W4P8gl4dnrg,Nguyễn Hào,nghe nhạc thấy bình yên quá,2022-04-08T12:40:18Z
4289,W4P8gl4dnrg,8671_ Nguyễn Đỗ Trung Kiên,hay,2022-04-08T12:39:02Z
4290,W4P8gl4dnrg,kim haitrung,22 tr,2022-04-08T11:50:40Z
4291,W4P8gl4dnrg,Thức Trương,cám ơn anh chị đã sáng tác và trình bày bài hát này.,2022-04-08T10:29:39Z
4292,W4P8gl4dnrg,Sally Chen,kết hợp này tạo nên siêu phẩm ạ hay lắm luôn,2022-04-08T09:49:32Z
4293,W4P8gl4dnrg,Trath Chery,30m view nào anh e ơi hú hú,2022-04-08T09:11:25Z
4294,W4P8gl4dnrg,Trath Chery,20h tối nay c ra bài tay vớt ánh trăng huhu,2022-04-08T09:09:18Z
4295,W4P8gl4dnrg,Trath Chery,mỹ tâm - hẹn ước từ hư vô (live) | my soul 1981,2022-04-08T09:09:05Z
4296,W4P8gl4dnrg,Trath Chery,22.280.992 lượt xem,2022-04-08T09:08:39Z
4297,W4P8gl4dnrg,Dang1101 Du,"hay quá chị đẹp ơi,",2022-04-08T08:57:25Z
4298,W4P8gl4dnrg,GIANG CHU THỊ YẾN,tuyệt,2022-04-08T08:39:06Z
4299,W4P8gl4dnrg,khai ho,good good,2022-04-08T08:20:56Z
4300,W4P8gl4dnrg,Ánh Nguyễn,"1 tháng rồi mà vẫn như lần đầu nghe vậy, mê mẩn luôn",2022-04-08T08:03:23Z
4301,W4P8gl4dnrg,ÔTô Đẹp,diva này chất quá,2022-04-08T07:12:18Z
4302,W4P8gl4dnrg,Shop Fpt,lời bài hát cũng là lời muôn noi với anh mà giờ anh đang noi đau em mong sẽ có điều bất ngờ đến,2022-04-08T07:07:08Z
4303,W4P8gl4dnrg,Thi doan linh Tran,gọi trọn,2022-04-08T06:59:43Z
4304,W4P8gl4dnrg,DangHieu,hay quá cô tâm ơi,2022-04-08T06:45:00Z
4305,W4P8gl4dnrg,Linh Nguyen,quá đỉnh,2022-04-08T06:15:14Z
4306,W4P8gl4dnrg,MINH TUẤN Pol,quả là. quả là. thật là thần thái..hay từ lời ca đến giai điệu...chị mỹ tâm số 1 .,2022-04-08T05:18:38Z
4307,W4P8gl4dnrg,Đạt Vũ,"chị mỹ tâm có nốt ruồi ở xương quai xanh giống mình. rất hiếm người có 2 mụn ruồi mọc tại vị trí song song. theo nhân tướng học thì đây là nốt ruồi phú quý, nhỏ sống trong sự bao bọc, đầy đủ về cả vật chất và tinh thần. khi trưởng thành, nhờ có nền tảng giáo dục tốt nên phát huy được thế mạnh của bản thân. từ đó có được nhiều thành công trong cuộc sống và công việc. những người này có tính cách ôn hoà, nhẹ nhàng, tình cảm, đối nhân xử thế khéo léo nên được mọi người yêu quý. nếu có 2 nốt ruồi mọc song song bên cổ phải thì đây là mẫu người hướng ngoại, có cá tính và phong cách riêng. sự nghiệp của những người này gặp nhiều thuận lợi, thu nhập cao. vì vậy, rất ít khi họ gặp khó khăn trong vấn đề tiền bạc.",2022-04-08T04:51:28Z
4308,W4P8gl4dnrg,Thanh Nguyễn,"bài hát hay, giọng ca mỹ tâm cũng rất hay. mà tiếc 2 cái hay không hòa quyện. ý kiến cá nhân.",2022-04-08T04:37:37Z
4309,W4P8gl4dnrg,THI MAI NGUYEN,mỹ tâm luôn luôn đẹp và dễ thương hát cũng rất hay,2022-04-08T04:35:40Z
4310,W4P8gl4dnrg,Văn Hùng Đỗ,ta yêu nhau có trời đất biết,2022-04-08T04:25:38Z
4311,W4P8gl4dnrg,Le Nguyen Thai Bao B1909881,my tam,2022-04-08T04:22:46Z
4312,W4P8gl4dnrg,mỹ tâm,mỹ tâm bằng tuổi mình,2022-04-08T04:07:23Z
4313,W4P8gl4dnrg,KIM CUC,,2022-04-08T03:09:32Z
4314,W4P8gl4dnrg,Sdj rjndjnrnd,chờ liveshow ở hà nội mà lâu quá c ơi.,2022-04-08T03:08:26Z
4315,W4P8gl4dnrg,Bà Ánh,u mê,2022-04-08T02:52:45Z
4316,W4P8gl4dnrg,Sơn Nguyễn,đỉnh thiệt,2022-04-08T02:48:40Z
4317,W4P8gl4dnrg,Minh Trị Nguyễn,1 bài hát đẹp..nghe hoài ko chán thật sự cảm ơn pmq và mt,2022-04-08T01:13:07Z
4318,W4P8gl4dnrg,MaiMai Cali - Cuộc sống Mỹ,"hay qua, nghe di nghe lai mai van khong chan",2022-04-07T23:41:45Z
4319,W4P8gl4dnrg,Kim An,chị hát kiểu nhạc này hay quá điiiii mong là chị sẽ ra nhạc nhiều hơn ạ love u,2022-04-07T23:12:03Z
4320,W4P8gl4dnrg,Hoàng Nguyễn Huy,nghe màu nhạc mày như kiểu ngàu xưa ấy kiểu hồng kông xưa,2022-04-07T16:51:05Z
4321,W4P8gl4dnrg,Kim Phát Audio 097.456.3028,fill quá,2022-04-07T16:18:32Z
4322,W4P8gl4dnrg,Min_hyunc,hát nhẹ nhàng nhưng tình cảm hay cực kỳ,2022-04-07T16:15:25Z
4323,W4P8gl4dnrg,Wolyoung Joo,đã lâu rồi mình chẳng còn biết yêu là gì nữa nhưng nghe bài này lại thấy trái tim thổn thức. nhạc của anh pmq đúng đỉnh ý nghĩa và sâu sắc khó có 1 nhạc sỹ trẻ nào bio sáng tác đc như vậy,2022-04-07T16:11:50Z
4324,W4P8gl4dnrg,Trí Nguyễn Minh,tuyet voi,2022-04-07T16:06:30Z
4325,W4P8gl4dnrg,Hung Nguyen,giọng cô càng ngày càng hay theo năm tháng!,2022-04-07T15:53:42Z
4326,W4P8gl4dnrg,Khôi Lê,22.000.000,2022-04-07T15:42:54Z
4327,W4P8gl4dnrg,Minh Huyền Đỗ,"hay quá ạ , thích quá ạ",2022-04-07T15:35:29Z
4328,W4P8gl4dnrg,Vũ Ngọc Minh,"cảm ơn sáng tác của pmq, cảm ơn giọng hát của mt đã tạo lên những giãi điệu mơ mộng, nhẹ nhàng",2022-04-07T14:49:03Z
4329,W4P8gl4dnrg,Kim Anh Vũ,cuc pham phan manh quinh tai ba,2022-04-07T14:36:40Z
4330,W4P8gl4dnrg,thanh vỹ nguyễn,cày hôm qua tới giờ mấy cả trăm lần rồi @@,2022-04-07T14:31:59Z
4331,W4P8gl4dnrg,Pham Cong Quy,thịnh hành đâu r?,2022-04-07T13:31:04Z
4332,W4P8gl4dnrg,Khôi Lê,nghe mãi ko chán,2022-04-07T12:50:13Z
4333,W4P8gl4dnrg,THẰNG ĐỒNG VLOG,"ca khuc nhe nhan sau lang,rat hay",2022-04-07T12:30:28Z
4334,W4P8gl4dnrg,Tien Dung Nguyen,mỹ tâm và phan mạnh quỳnh hay quá,2022-04-07T12:25:38Z
4335,W4P8gl4dnrg,Vui chơi tv,"đã mấy năm nay không muốn yêu ai nữa . nhưng tình cờ 1 buổi tối vào quán cafe . nghe được bài này lập đi lập lại , cảm thấy yêu đời và đang rất muốn được yêu . cảm giác nôn nao . nao nao . cũng sắp đến giổ tổ . hay mình tìm 1 người đễ yêu và cùng nhau đi chơi lễ 30/4",2022-04-07T11:55:45Z
4336,W4P8gl4dnrg,Nam Lê văn,"sau trịnh công sơn, thì nhạc phan xứng đáng được đưa vào kho tàng văn hoá âm nhạc.",2022-04-07T11:53:06Z
4337,W4P8gl4dnrg,linh trần hoài,đoán ngay là nhạc của quỳnh,2022-04-07T10:54:48Z
4338,W4P8gl4dnrg,ThinhRM Nguyen,dỉnh phan mạnh quỳnh,2022-04-07T10:32:17Z
4339,W4P8gl4dnrg,Ngọc Lâm,,2022-04-07T10:14:29Z
4340,W4P8gl4dnrg,BrickX,nhắm mắt lại và cảm nhận :)) yêu chị <3,2022-04-07T09:57:45Z
4341,W4P8gl4dnrg,Đức Anh Lê Võ,nghe bài hát thấy lòng bình yên... lặng 1 chút thư giản giữa cuộc sống quá áp lưc,2022-04-07T09:25:34Z
4342,W4P8gl4dnrg,vương nghị,nghe bài này như vớ được cái phao giữa biển nhạc tào lao bây giờ.,2022-04-07T08:59:44Z
4343,W4P8gl4dnrg,Tuấn Đặng,mỹ tâm đã thể hiện thành công trong bài hát này. mong có một ai đó chinh phục bài hát này một cách xuất sắc hơn,2022-04-07T08:55:42Z
4344,W4P8gl4dnrg,Tuấn Đặng,"phan mạnh quỳnh luôn có một lối đi riêng, ca từ và giai điệu trong âm nhạc thật độc đáo, một phong cách giản di và mộc mạc. chúc cho phan mạnh quỳnh luôn luôn có cảm hứng sáng tạo mới lạ để đem đến những sản phẩm âm nhạc hay cho nền âm nhạc việt nam",2022-04-07T08:52:54Z
4345,W4P8gl4dnrg,Vinh Lam,ca từ ma mị nhưng giản dị..dễ thắm,2022-05-05T05:04:07Z
4346,W4P8gl4dnrg,UYên Phương,bài này hay vãi,2022-04-07T07:05:45Z
4347,W4P8gl4dnrg,SNACK REMIX,chị mỹ tâm là tượng đài âm nhạc việt,2022-04-07T06:12:15Z
4348,W4P8gl4dnrg,gozku Z,tưởng tượng voice pmq chill bài này….awww phê….,2022-04-07T05:39:04Z
4349,W4P8gl4dnrg,Jii TFT,1 sự kết hợp quá xuất sắc,2022-04-07T05:26:10Z
4350,W4P8gl4dnrg,Cần Văn Mao,"nghe nhạc chị từ ngày còn học mẫu giáo, thấm thoát nay đã 25 :))) mãi đỉnh",2022-04-07T04:40:45Z
4351,W4P8gl4dnrg,Một Mí,sao trên zing mp3 ko có nhỉ?,2022-04-07T04:16:21Z
4352,W4P8gl4dnrg,gorongable,beautiful,2022-04-07T04:10:42Z
